pdf_file,pdf_url,office1,candidate1_1,candidate1_2,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
ROWAN-20201103-SAMPLE-U-B0024-MT_ULLA-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ROWAN-20201103-SAMPLE-U-B0024-MT_ULLA-GEN.pdf,NC District Court Judge District 19C Seat 5,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATAUGA-20201103-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WATAUGA-20201103-SAMPLE-U-B0001-GEN.pdf,NC District Court Judge District 24 Seat 2,Rebecca Eggers-Gryder,,NC District Court Judge District 24 Seat 3,Hal G. Harrison,,NC District Court Judge District 24 Seat 4,Ted McEntire,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20201103-SAMPLE-U-B0007-EH1-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/VANCE-20201103-SAMPLE-U-B0007-EH1-GEN.pdf,NC District Court Judge District 9B Seat 2,Adam Keith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPSON-20201103-SAMPLE-U-B0040-ROWAN-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/SAMPSON-20201103-SAMPLE-U-B0040-ROWAN-GEN.pdf,NC District Court Judge District 4 Seat 9,James Walter Bateman III,,NC District Court Judge District 4 Seat 3,Christopher J. Welch,,NC District Court Judge District 4 Seat 4,Michael C. Surles,,NC District Court Judge District 4 Seat 5,Robert H. Gilmore,Carol Jones,NC District Court Judge District 4 Seat 6,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4 Seat 7,William Shanahan,NC District Court Judge District 4 Seat 8,Billy Sutton,,,,,,,,,,,,,,,
WILKES-20201103-SAMPLE-E-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WILKES-20201103-SAMPLE-E-B0001-GEN.pdf,NC District Court Judge District 23 Seat 4,Donna L. Shumate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0122-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0122-GEN.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Anna Elena Worley,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20201103-SAMPLE-U-B0011-HTOP-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/VANCE-20201103-SAMPLE-U-B0011-HTOP-GEN.pdf,NC District Court Judge District 9 Seat 1,John W. Davis,,NC District Court Judge District 9 Seat 2,Katherine Burnette,,NC District Court Judge District 9 Seat 3,Amanda Stevenson,,NC District Court Judge District 9 Seat 4,John Hoyte (J.) Stultz III,Carolyn (Yancey) Thompson,NC District Court Judge District 9 Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,,
ROBESON-20201103-SAMPLE-U-B0042-ORRUM-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ROBESON-20201103-SAMPLE-U-B0042-ORRUM-GEN.pdf,NC Superior Court Judge District 16B Seat 1,Tiffany Peguise-Powers,,NC Superior Court Judge District 16B Seat 2,Greg Bell,,NC District Court Judge District 16B Seat 4,Judith Milsap Daniels,,NC District Court Judge District 16B Seat 5,William J. Moore,,NC District Court Judge District 16B Seat 6,Greg Bullard,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0151-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0151-GEN.pdf,NC Superior Court Judge District 21B Seat 1,David L. Hall,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0040-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0040-GEN.pdf,NC Superior Court Judge District 18E,Susan Elizabeth Bray,,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,NC District Court Judge District 18 - Seat 7,Angela C. Foster,NC District Court Judge District 18 - Seat 8,Angie Fox
FORSYTH-20201103-SAMPLE-E-B0029-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0029-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0114-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0114-GEN.pdf,NC District Court Judge District 10B Seat 2,Ashleigh Parker Dunston,,NC District Court Judge District 10B Seat 3,Julie L. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0141-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0141-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0104-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0104-GEN.pdf,NC District Court Judge District 10D Seat 4,Lori G. Christian,,NC District Court Judge District 10D Seat 5,Debra Ann Smith Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0039-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0039-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
NEW_HANOVER-20201103-SAMPLE-E-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/NEW_HANOVER-20201103-SAMPLE-E-B0001-GEN.pdf,NC District Court Judge District 5 Seat 5,J.H. Corpening II,,NC District Court Judge District 5 Seat 6,Richard Russell Davis,,NC District Court Judge District 5 Seat 7,Jeffrey Evan Noecker,,NC District Court Judge District 5 Seat 8,Sandra Alice Ray,,NC District Court Judge District 5 Seat 9,Robin Wicks Robinson,,,,,,,,,,,,,,,,,,,,
WAYNE-20201103-SAMPLE-E-B0009-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAYNE-20201103-SAMPLE-E-B0009-GEN.pdf,NC District Court Judge District 8 Seat 2,Jon Sargeant,,NC District Court Judge District 8 Seat 3,Curtis Stackhouse,,NC District Court Judge District 8 Seat 4,Charles P. Gaylor III,,NC District Court Judge District 8 Seat 5,Ericka Y. James,,NC District Court Judge District 8 Seat 6,Greg Rouse,Annette W. Turik,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0090-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0090-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
HAYWOOD-20201103-SAMPLE-E-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/HAYWOOD-20201103-SAMPLE-E-B0004-GEN.pdf,NC District Court Judge District 30 Seat 4,Monica H. Leslie,,NC District Court Judge District 30 Seat 5,Tessa Shelton Sellers,,NC District Court Judge District 30 Seat 6,Kaleb Wingate,Justin Greene,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0080-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0080-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
CURRITUCK-20201103-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/CURRITUCK-20201103-SAMPLE-U-B0001-GEN.pdf,NC District Court Judge District 1 Seat 4,Edgar L. Barnes,,NC District Court Judge District 1 Seat 5,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY-20201103-SAMPLE-U-B0025-ENDY-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/STANLY-20201103-SAMPLE-U-B0025-ENDY-GEN.pdf,NC Superior Court Judge District 20A Seat 2,Pat Nadolski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-20201103-SAMPLE-U-B0009-FAITH-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ROWAN-20201103-SAMPLE-U-B0009-FAITH-GEN.pdf,NC District Court Judge District 19C Seat 5,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAUFORT-20201103-SAMPLE-U-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/BEAUFORT-20201103-SAMPLE-U-B0006-GEN.pdf,NC District Court Judge District 2 Seat 3,Chris McLendon,,NC District Court Judge District 2 Seat 4,Keith B. Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORANGE-20201103-SAMPLE-U-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ORANGE-20201103-SAMPLE-U-B0002-GEN.pdf,NC District Court Judge District 15B Seat 2,Samantha H. Cabe,,NC District Court Judge District 15B Seat 3,Hathaway Pendergrass,,NC District Court Judge District 15B Seat 4,Sherri Murrell,,NC District Court Judge District 15B Seat 5,Beverly A. Scarlett,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0022-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0022-GEN.pdf,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,,NC District Court Judge District 18 - Seat 7,Angela C. Foster,,NC District Court Judge District 18 - Seat 8,Angie Fox,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,
FORSYTH-20201103-SAMPLE-E-B0133-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0133-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0123-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0123-GEN.pdf,NC Superior Court Judge District 21B Seat 1,David L. Hall,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0032-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0032-GEN.pdf,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,,NC District Court Judge District 18 - Seat 7,Angela C. Foster,,NC District Court Judge District 18 - Seat 8,Angie Fox,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,
MECKLENBURG-20201103-SAMPLE-E-B0063-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/MECKLENBURG-20201103-SAMPLE-E-B0063-GEN.pdf,NC District Court Judge District 26 Seat 1,Kimberly Y. Best,Pat Finn,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,"Donald Cureton, Jr.",,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Sunny Panyanouvong-Rubeck,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
HOKE-20201103-SAMPLE-U-B0009-WAYSIDE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/HOKE-20201103-SAMPLE-U-B0009-WAYSIDE-GEN.pdf,NC District Court Judge District 19D Seat 3,Skipper Creed,,NC District Court Judge District 19D Seat 4,Tiffany Bartholomew,Steve Bibey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20201103-SAMPLE-E-B0073-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/MECKLENBURG-20201103-SAMPLE-E-B0073-GEN.pdf,NC Superior Court Judge District 26A Seat 1,Casey Viser,Alicia D. Brooks,NC District Court Judge District 26 Seat 1,Kimberly Y. Best,Pat Finn,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,"Donald Cureton, Jr.",,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,NC District Court Judge District 26 Seat 6,Ty Hands,,NC District Court Judge District 26 Seat 7,Gary L. Henderson,NC District Court Judge District 26 Seat 8,Christy T. Mann,,NC District Court Judge District 26 Seat 9,Sunny Panyanouvong-Rubeck,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins
HARNETT-20201103-SAMPLE-U-B0020-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/HARNETT-20201103-SAMPLE-U-B0020-GEN.pdf,NC Superior Court Judge District 11A Seat 1,Winston Gilchrist,,NC District Court Judge District 11 Seat 4,Jason H. Coats,,NC District Court Judge District 11 Seat 5,Resson Faircloth,,NC District Court Judge District 11 Seat 6,Paul A. Holcombe,,NC District Court Judge District 11 Seat 7,Terry F. Rose,,NC District Court Judge District 11 Seat 8,"Jimmy L. Love, Jr.",NC District Court Judge District 11 Seat 9,Frank Wood,,NC District Court Judge District 11 Seat 10,Mary Howard Wells,NC District Court Judge District 11 Seat 11,O. Henry Willis,,,,,,,,,,
NASH-20201103-SAMPLE-E-B0020-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/NASH-20201103-SAMPLE-E-B0020-GEN.pdf,NC District Court Judge District 7 Seat 3,"William Robert Solomon, Jr.",Sharon Sprinkle,NC District Court Judge District 7 Seat 4,Anthony W. (Tony) Brown,Joseph M. (Mike) Eatmon,NC District Court Judge District 7 Seat 5,Ed Brown,,NC District Court Judge District 7 Seat 6,William C. Farris,,NC District Court Judge District 7 Seat 7,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
JOHNSTON-20201103-SAMPLE-U-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/JOHNSTON-20201103-SAMPLE-U-B0003-GEN.pdf,NC District Court Judge District 11 Seat 5,Resson Faircloth,,NC District Court Judge District 11 Seat 6,Paul A. Holcombe,,NC District Court Judge District 11 Seat 7,Terry F. Rose,,NC District Court Judge District 11 Seat 8,"Jimmy L. Love, Jr.",,NC District Court Judge District 11 Seat 9,Frank Wood,,NC District Court Judge District 11 Seat 10,Mary Howard Wells,NC District Court Judge District 11 Seat 11,O. Henry Willis,,NC District Court Judge District 11 Seat 4,Jason H. Coats,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0053-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0053-GEN.pdf,NC District Court Judge District 10B Seat 2,Ashleigh Parker Dunston,,NC District Court Judge District 10B Seat 3,Julie L. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0016-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0043-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0043-GEN.pdf,NC District Court Judge District 10D Seat 4,Lori G. Christian,,NC District Court Judge District 10D Seat 5,Debra Ann Smith Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0006-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0031-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0031-GEN.pdf,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Dan Nagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0074-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0074-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0021-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0021-GEN.pdf,NC District Court Judge District 10D Seat 4,Lori G. Christian,,NC District Court Judge District 10D Seat 5,Debra Ann Smith Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0064-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0064-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
SURRY-20201103-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/SURRY-20201103-SAMPLE-E-B0002-GEN.pdf,NC District Court Judge District 17B Seat 4,Bill Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DURHAM-20201103-SAMPLE-U-B0009-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/DURHAM-20201103-SAMPLE-U-B0009-GEN.pdf,NC District Court Judge District 14 Seat 7,Shamieka LaCher Rhinehart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20201103-SAMPLE-U-B0005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/EDGECOMBE-20201103-SAMPLE-U-B0005-GEN.pdf,NC District Court Judge District 7 Seat 3,"William Robert Solomon, Jr.",Sharon Sprinkle,NC District Court Judge District 7 Seat 4,Anthony W. (Tony) Brown,Joseph M. (Mike) Eatmon,NC District Court Judge District 7 Seat 5,Ed Brown,,NC District Court Judge District 7 Seat 6,William C. Farris,,NC District Court Judge District 7 Seat 7,Beth Freshwater-Smith,,,,,,,,,,,,,,,,,,,,
GATES-20201103-SAMPLE-U-B0002-2-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GATES-20201103-SAMPLE-U-B0002-2-GEN.pdf,NC District Court Judge District 1 Seat 4,Edgar L. Barnes,,NC District Court Judge District 1 Seat 5,Amber Davis Malarney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITT-20201103-SAMPLE-U-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/PITT-20201103-SAMPLE-U-B0004-GEN.pdf,NC District Court Judge District 3A Seat 3,G. Galen Braddy,,NC District Court Judge District 3A Seat 4,W. Brian DeSoto,,NC District Court Judge District 3A Seat 5,Kellie Chappell-Gonzalez,Wendy S. Hazelton,NC District Court Judge District 3A Seat 6,Mario Perez,,,,,,,,,,,,,,,,,,,,,,,
