pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,office11,candidate11_1
CUMBERLAND-20221108-SAMPLE-E-B0048-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0048-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0058-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0058-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0063-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0063-GEN.pdf,NC District Court Judge District 10F - Seat 1,Asia Prince,Jennifer Bedford,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0043-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0043-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
ROWAN-20221108-SAMPLE-E-B0021-LANDIS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ROWAN-20221108-SAMPLE-E-B0021-LANDIS-GEN.pdf,NC Superior Court Judge District 19C - Seat 1,Michael Adkins,- VOTE BOTH SIDES -,,NC District Court Judge District 19C - Seat 1,Chris Sease,,NC District Court Judge District 19C - Seat 2,Beth Dixon,,NC District Court Judge District 19C - Seat 3,Cynthia Dry,,NC District Court Judge District 19C - Seat 4,James Randolph,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0053-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0053-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
ROBESON-20221108-SAMPLE-U-B0039-ORRUM-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ROBESON-20221108-SAMPLE-U-B0039-ORRUM-GEN.pdf,NC District Court Judge District 16B - Seat 2,Leah Britt Lanier,MaryJane Richardson,,NC District Court Judge District 16B - Seat 3,Angelica Chavis McIntyre,,NC District Court Judge District 16B - Seat 1,Brooke Locklear Clark,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0082-603-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0082-603-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0031-071-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0031-071-GEN.pdf,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,DISTRICT OFFICES,,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
YADKIN-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/YADKIN-20221108-SAMPLE-E-B0002-GEN.pdf,NC Superior Court Judge District 23 - Seat 1,Michael D. Duncan,,,NC District Court Judge District 23 - Seat 2,William (Bill) Brooks,,NC District Court Judge District 23 - Seat 3,Laura Byrd Luffman,,NC District Court Judge District 23 - Seat 1,Robert (Rob) Crumpton,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,
CALDWELL-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CALDWELL-20221108-SAMPLE-E-B0002-GEN.pdf,NC Superior Court Judge District 25A - Seat 2,Daniel (Dan) Kuehnert,- VOTE BOTH SIDES -,,NC District Court Judge District 25 - Seat 1,David W. Aycock,,NC District Court Judge District 25 - Seat 2,Wes W. Barkley,,NC District Court Judge District 25 - Seat 3,Sherri Wilson Elliott,,NC District Court Judge District 25 - Seat 4,"Robert A. Mullinax, Jr.",,NC District Court Judge District 25 - Seat 5,Amy Sigmon Walker,NC District Court Judge District 25 - Seat 6,Clifton H. Smith,,NC District Court Judge District 25 - Seat 7,Mark L. Killian,NC District Court Judge District 25 - Seat 8 Unexpired term ending 2025,Scott D. Conrad,Steve B. Potter,,,,
WAYNE-20221108-SAMPLE-E-B0036-16_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0036-16_05-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0093-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0093-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0083-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0083-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0021-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0021-GEN.pdf,NC Superior Court Judge District 26E - Seat 1,Reggie E. McKnight,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
MECKLENBURG-20221108-SAMPLE-E-B0031-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0031-GEN.pdf,NC Superior Court Judge District 26A - Seat 1,"Donald Cureton, Jr.",Paulina N. Havelka,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
VANCE-20221108-SAMPLE-E-B0027-NH1_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0027-NH1_05-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0011-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0011-GEN.pdf,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0001-GEN.pdf,NC District Court Judge District 10F - Seat 1,Asia Prince,Jennifer Bedford,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0050-131-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0050-131-GEN.pdf,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,DISTRICT OFFICES,,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0037-16_09-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0037-16_09-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0098-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0098-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
MECKLENBURG-20221108-SAMPLE-E-B0088-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0088-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
VANCE-20221108-SAMPLE-E-B0019-MIDD_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0019-MIDD_05-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0037-SCRK_03-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0037-SCRK_03-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0066-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0066-GEN.pdf,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0076-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0076-GEN.pdf,NC District Court Judge District 10A - Seat 1,Rashad Hauter,,,NC District Court Judge District 10A - Seat 3 Unexpired term ending 2025,Cynthia Baddour Kenney,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0036-SCRK_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0036-SCRK_01-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20221108-SAMPLE-E-B0005-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NASH-20221108-SAMPLE-E-B0005-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20221108-SAMPLE-E-B0015-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NASH-20221108-SAMPLE-E-B0015-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0007-EH1_07-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0007-EH1_07-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENE-20221108-SAMPLE-E-B0009-SUGG-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GREENE-20221108-SAMPLE-E-B0009-SUGG-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0001-012-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0001-012-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0020-10_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0020-10_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0056-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0056-GEN.pdf,NC Superior Court Judge District 26B - Seat 1,Matt Osman,Kimberly Best,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
MECKLENBURG-20221108-SAMPLE-E-B0046-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0046-GEN.pdf,NC Superior Court Judge District 26B - Seat 1,Matt Osman,Kimberly Best,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
GASTON-20221108-SAMPLE-E-B0016-RANLO-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GASTON-20221108-SAMPLE-E-B0016-RANLO-GEN.pdf,NC Superior Court Judge District 27A - Seat 2,Jesse Caldwell,Justin Davis,,NC District Court Judge District 27A - Seat 1,Craig Collins,,NC District Court Judge District 27A - Seat 2,Gus Anthony,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0086-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0086-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0096-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0096-GEN.pdf,NC Superior Court Judge District 12C - Seat 2,George R. (Robby) Hicks,Mark Sternlicht,,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0034-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0034-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
MECKLENBURG-20221108-SAMPLE-E-B0024-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0024-GEN.pdf,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,
WAYNE-20221108-SAMPLE-E-B0035-16_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0035-16_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0110-906-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0110-906-GEN.pdf,NC District Court Judge District 21 - Seat 2,Fred Adams,,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
PITT-20221108-SAMPLE-U-B0021-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/PITT-20221108-SAMPLE-U-B0021-GEN.pdf,NC Superior Court Judge District 3A - Seat 2,Marvin Blount,,,NC District Court Judge District 3A - Seat 1,Daniel Hines Entzminger,,NC District Court Judge District 3A - Seat 2,Lee Teague,,,,,,,,,,,,,,,,,,,,,
ROWAN-20221108-SAMPLE-E-B0045-ELLIS-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ROWAN-20221108-SAMPLE-E-B0045-ELLIS-GEN.pdf,NC Superior Court Judge District 19C - Seat 1,Michael Adkins,- VOTE BOTH SIDES -,,NC District Court Judge District 19C - Seat 1,Chris Sease,,NC District Court Judge District 19C - Seat 2,Beth Dixon,,NC District Court Judge District 19C - Seat 3,Cynthia Dry,,NC District Court Judge District 19C - Seat 4,James Randolph,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0004-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0028-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0028-GEN.pdf,NC Superior Court Judge District 18C - Seat 1,Stuart Albright,,,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,
